canonical_id,canonical_term,term_type,synonyms_json,abbreviations_json,member_term_ids_json,freq_total,freq_docs,created_at,updated_at,reason,evidence_json,boundary_valid,head_text,is_hpc
6420,overlap,unknown,[],"[""OVERLAP""]",[6420],4,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 60, ""cleaned_version"": 1, ""sentence"": ""If specific nodes are not specified when a reservation is created, Slurm will automatically select nodes to avoid overlap and ensure that the selected nodes are available when the reservation begins.""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 68, ""cleaned_version"": 1, ""sentence"": ""It requires the use of the \""overlap\"" flag when creating the second reservation.""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 72, ""cleaned_version"": 1, ""sentence"": ""A six node reservation for both alan and brenda that lasts the full 60 minutes\nA four node reservation for brenda for the first 30 minutes\nA four node reservation for both alan and brenda that lasts for the final 30 minutes\nIf the \""maint\"" or \""overlap\"" flag is used when creating reservations, one could create a reservation within a reservation within a third reservation. Note a reservation having a \""maint\"" or \""overlap\"" flag will not have resources removed from it by a subsequent reservation also having a \""maint\"" or \""overlap\"" flag, so nesting of reservations only works to a depth of two.""}]",1,overlap,1
6421,spec_node,config,"[""SPEC_NODES""]","[""SPEC_NODES""]",[6421],5,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 18, ""cleaned_version"": 1, ""sentence"": ""Flags=MAINT,SPEC_NODES,IGNORE_JOBS Licenses=(null)\n BurstBuffers=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 27, ""cleaned_version"": 1, ""sentence"": ""Flags=MAINT,SPEC_NODES Licenses=(null)\n BurstBuffers=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""Flags=MAINT,SPEC_NODES\n Licenses=(null) BurstBuffers=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 107, ""cleaned_version"": 1, ""sentence"": ""$ scontrol create reservation user=user1 nodes=node05 starttime=now duration=10 flags=magnetic\nReservation created: user1_850\nReservationName=user1_850 StartTime=2020-07-29T13:44:13 EndTime=2020-07-29T13:54:13 Duration=00:10:00\n Nodes=node05 NodeCnt=1 CoreCnt=12 Features=(null) PartitionName=(null) Flags=SPEC_NODES,MAGNETIC\n TRES=cpu=12\n Users=user1 Accounts=(null) Licenses=(null)""}]",1,spec_node,1
6422,time_float,config,[],"[""TIME_FLOAT""]",[6422],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 79, ""cleaned_version"": 1, ""sentence"": ""Create the reservation by using the flag value of TIME_FLOAT and a start time that is relative to the current time (use the keyword now).""}]",1,time_float,1
6423,replace,unknown,[],"[""REPLACE""]",[6423],4,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 92, ""cleaned_version"": 1, ""sentence"": ""PartitionName=debug Flags=REPLACE\n Users=jette Accounts=(null) Licenses=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 94, ""cleaned_version"": 1, ""sentence"": ""PartitionName=debug Flags=REPLACE\n Users=jette Accounts=(null) Licenses=(null)""}, {""doc_id"": ""doc_977e"", ""sent_idx"": 96, ""cleaned_version"": 1, ""sentence"": ""PartitionName=debug Flags=REPLACE\n Users=jette Accounts=(null) Licenses=(null)""}]",1,replace,1
6424,all_node,config,"[""ALL_NODES""]","[""ALL_NODES""]",[6424],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 116, ""cleaned_version"": 1, ""sentence"": ""Added.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[11] = \""PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[12] = \""NO_PART_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[13] = \""OVERLAP\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[14] = \""SPEC_NODES\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[15] = \""TIME_FLOAT\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[16] = \""REPLACE\"";\nAdded.components.schemas[\""v0.0.43_reservation_info\""].properties.flags.items.enum[17] = \""ALL_NODES\"";""}]",1,all_node,1
6428,replaced.info.version,unknown,[],[],[6428],5,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 134, ""cleaned_version"": 1, ""sentence"": ""[];\nRemoved.components.schemas[\""v0.0.43_x11_flags\""].items.enum[0] = \""FORWARD_ALL_NODES\"";\nRemoved.components.schemas[\""v0.0.43_x11_flags\""].items.enum[1] = \""BATCH_NODE\"";\nRemoved.components.schemas[\""v0.0.43_x11_flags\""].items.enum[2] = \""FIRST_NODE\"";\nRemoved.components.schemas[\""v0.0.43_x11_flags\""].items.enum[3] = \""LAST_NODE\"";\nRemoved.components.schemas[\""v0.0.43_x11_flags\""].items.type = \""string\"";\nRemoved.components.schemas[\""v0.0.43_x11_flags\""].type = \""array\"";\nReplaced.info.version = \""Slurm-25.05.0\"";\nAdded.info[\""x-slurm\""] = {};\nAdded.info[\""x-slurm\""].data_parsers =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 139, ""cleaned_version"": 1, ""sentence"": ""Replaced.info.version = \""Slurm-25.05.0\"";\nAdded.info[\""x-slurm\""] = {};\nAdded.info[\""x-slurm\""].data_parsers =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 142, ""cleaned_version"": 1, ""sentence"": ""Was weighted number of billable trackable resources allocated\"";\nRemoved.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[2] = \""FRONT_END\"";\nRemoved.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[3] = \""FEDERATION\"";\nReplaced.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[2] = \""FEDERATION\"";\nAdded.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[3] = \""EXTERNAL\"";\nReplaced.info.version = \""Slurm-25.05.0\"";\nAdded.info[\""x-slurm\""] = {};\nAdded.info[\""x-slurm\""].data_parsers =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 145, ""cleaned_version"": 1, ""sentence"": ""Was weighted number of billable trackable resources allocated\"";\nReplaced.components.schemas[\""v0.0.40_openapi_job_post_response\""].properties.job_submit_user_msg.description = \""First updated Job submission user message - Use results instead\"";\nReplaced.components.schemas[\""v0.0.40_openapi_job_submit_response\""].properties.job_submit_user_msg.description = \""job submission user message\"";\nReplaced.info.version = \""Slurm-25.05.0\"";\nAdded.info[\""x-slurm\""] = {};\nAdded.info[\""x-slurm\""].data_parsers =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 148, ""cleaned_version"": 1, ""sentence"": ""If this option is used, argv[0] should be a throwaway value.\"";\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.41\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.40\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\nSlurm 24.11.0\nopenapi/slurmctld\ndata_parser/v0.0.42\nAdded priority by partition to job info\nAdded.components.schemas.\""v0.0.42_job_info_msg\"".properties.priority_by_partition""}]",1,replaced.info.version,1
6429,front_end,config,[],"[""FRONT_END""]",[6429],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:config(preserved) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 142, ""cleaned_version"": 1, ""sentence"": ""Was weighted number of billable trackable resources allocated\"";\nRemoved.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[2] = \""FRONT_END\"";\nRemoved.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[3] = \""FEDERATION\"";\nReplaced.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[2] = \""FEDERATION\"";\nAdded.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[3] = \""EXTERNAL\"";\nReplaced.info.version = \""Slurm-25.05.0\"";\nAdded.info[\""x-slurm\""] = {};\nAdded.info[\""x-slurm\""].data_parsers =""}]",1,front_end,1
6430,external,unknown,[],"[""EXTERNAL""]",[6430],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 142, ""cleaned_version"": 1, ""sentence"": ""Was weighted number of billable trackable resources allocated\"";\nRemoved.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[2] = \""FRONT_END\"";\nRemoved.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[3] = \""FEDERATION\"";\nReplaced.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[2] = \""FEDERATION\"";\nAdded.components.schemas[\""v0.0.41_openapi_slurmdbd_config_resp\""].properties.clusters.items.properties.flags.items.enum[3] = \""EXTERNAL\"";\nReplaced.info.version = \""Slurm-25.05.0\"";\nAdded.info[\""x-slurm\""] = {};\nAdded.info[\""x-slurm\""].data_parsers =""}, {""doc_id"": ""doc_85cb"", ""sent_idx"": 52, ""cleaned_version"": 1, ""sentence"": ""The cluster knows that up to 20 licenses are reserved for other clusters or external use at the moment. However, since LastConsumed was set to 30 this implies an additional 10 licenses have \""gone rogue\"" and their usage cannot be accounted for. Thus the cluster must not assign those to any pending jobs, as it's likely that the job would fail to acquire the desired licenses.""}]",1,external,1
6433,slurm 24.11.1&openapi,unknown,"[""Slurm-24.11.1&openapi""]",[],[6433],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 148, ""cleaned_version"": 1, ""sentence"": ""If this option is used, argv[0] should be a throwaway value.\"";\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.41\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.40\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\nSlurm 24.11.0\nopenapi/slurmctld\ndata_parser/v0.0.42\nAdded priority by partition to job info\nAdded.components.schemas.\""v0.0.42_job_info_msg\"".properties.priority_by_partition""}]",1,openapi,1
6434,slurmdbd&openapi,unknown,[],[],[6434],1,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 148, ""cleaned_version"": 1, ""sentence"": ""If this option is used, argv[0] should be a throwaway value.\"";\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.41\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.40\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\nSlurm 24.11.0\nopenapi/slurmctld\ndata_parser/v0.0.42\nAdded priority by partition to job info\nAdded.components.schemas.\""v0.0.42_job_info_msg\"".properties.priority_by_partition""}]",1,openapi,1
6435,data_parser,unknown,[],[],[6435],5,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 148, ""cleaned_version"": 1, ""sentence"": ""If this option is used, argv[0] should be a throwaway value.\"";\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.41\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.40\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\nSlurm 24.11.0\nopenapi/slurmctld\ndata_parser/v0.0.42\nAdded priority by partition to job info\nAdded.components.schemas.\""v0.0.42_job_info_msg\"".properties.priority_by_partition""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 296, ""cleaned_version"": 1, ""sentence"": ""New Schema\nPlugin has been converted to new data_parser/v0.0.39 plugin for handling parsing and dumping of all data structures and automatic data structure schema generation.""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 303, ""cleaned_version"": 1, ""sentence"": ""New Schema\nPlugin has been converted to new data_parser/v0.0.39 plugin for handling parsing and dumping of all data structures and automatic data structure schema generation.""}, {""doc_id"": ""doc_8f5e"", ""sent_idx"": 54, ""cleaned_version"": 1, ""sentence"": ""The formats for the values parsed and dumped as JSON and YAML are handled by the data_parser and openapi plugins. Changes to the formats are tracked in the OpenAPI release notes.""}, {""doc_id"": ""doc_8f5e"", ""sent_idx"": 59, ""cleaned_version"": 1, ""sentence"": ""Example URLs:\nhttp://$HOST/slurmdb/v0.0.40/jobs\nhttp://$HOST/slurm/v0.0.40/jobs\nThe relevant data_parser plugin in the example URLs is \""v0.0.40\"" which matches the data_parser/v0.0.40 plugin.""}]",1,data_parser,1
6436,modified field,unknown,"[""Modified Fields""]",[],[6436],3,1,2026-01-14T10:20:47,2026-01-14 11:21:50,type:unknown(no strong rule matched) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 148, ""cleaned_version"": 1, ""sentence"": ""If this option is used, argv[0] should be a throwaway value.\"";\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.41\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.40\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\nSlurm 24.11.0\nopenapi/slurmctld\ndata_parser/v0.0.42\nAdded priority by partition to job info\nAdded.components.schemas.\""v0.0.42_job_info_msg\"".properties.priority_by_partition""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 181, ""cleaned_version"": 1, ""sentence"": ""Slurm 24.05.3\ndata_parser/v0.0.41\nModified Fields\nAdded.components.schemas[\""v0.0.41_kill_jobs_msg\""] = {};\nAdded.components.schemas[\""v0.0.41_kill_jobs_msg\""].required =""}, {""doc_id"": ""doc_7425"", ""sent_idx"": 208, ""cleaned_version"": 1, ""sentence"": ""Add fields to job description\nnew field.components.schemas.\""v0.0.41_job_desc_msg\"".properties.segment_size\nnew field.components.schemas.\""v0.0.41_job_desc_msg\"".properties.resv_mpi_ports\ndata_parser/v0.0.40\nModified Fields\nModified field.components.schemas.\""v0.0.40_kill_jobs_msg\"".properties.flags.items.enum\nopenapi/v0.0.39 (src/plugins/openapi/v0.0.39/openapi.json)\nDeprecation notice\nThe v0.0.39 plugin has now been marked as deprecated.""}]",1,field,1
6437,job info,job_concept,[],[],[6437],2,2,2026-01-14T10:20:47,2026-01-14 11:21:50,type:job_concept(lexicon: scheduling concept indicator) | boundary:ok | is_hpc:yes,"[{""doc_id"": ""doc_7425"", ""sent_idx"": 148, ""cleaned_version"": 1, ""sentence"": ""If this option is used, argv[0] should be a throwaway value.\"";\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.41\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\ndata_parser/v0.0.40\nModified Fields\nReplaced.info.version = \""Slurm-24.11.1&openapi/slurmdbd&openapi/slurmctld\"";\nSlurm 24.11.0\nopenapi/slurmctld\ndata_parser/v0.0.42\nAdded priority by partition to job info\nAdded.components.schemas.\""v0.0.42_job_info_msg\"".properties.priority_by_partition""}, {""doc_id"": ""doc_7940"", ""sent_idx"": 55, ""cleaned_version"": 1, ""sentence"": ""The --federation command causes the status command to first check if the local cluster is part of a federation. If it is then the command will query each cluster in parallel for job info and will combine the information into one unified view.""}]",1,info,1
